VP-Name;Auftr.-Nr.;Ihre Auftr.-Nr.;Anlagedatum;Auftr.-Status;Auftr.-Statustext;Kunden;Anschrift;Geburtsdatum;Telefonnummer;Z�hlernummer;Tarif/Produkt;VAP;VAP-Datum;RL;RL-Datum;Stornodatum;Wiederanschaltungsdatum
Herr Maher Hawi;23838;;05.04.2017;490000;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2118;+49 01577 1245048;841152371,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;23505;;05.04.2017;490880;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2124;+49 01722 643661;843191652;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;23172;;04.04.2154;491760;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2103;+49 0152 31079570;587-82783-219;badenova - �kostrom24+ Top25 iPhone 144;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;22839;;05.04.2017;492640;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2128;+49 0157 81023582;845230932,5;badenova - �kostrom24+ Top25 iPhone 145;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;22506;;05.04.2017;493520;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2119;+49 01577 1245049;847270213;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;22173;;05.04.2017;494400;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2125;+49 01722 643662;849309493,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;21840;;04.04.2155;495280;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2104;+49 0152 31079571;587-82783-220;badenova - �kostrom24+ Top25 iPhone 145;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;21507;;05.04.2017;496160;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2129;+49 0157 81023583;851348774;badenova - �kostrom24+ Top25 iPhone 146;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;21174;;05.04.2017;497040;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2120;+49 01577 1245050;853388054,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;20841;;05.04.2017;497920;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2126;+49 01722 643663;855427335;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;20508;;04.04.2156;498800;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2105;+49 0152 31079572;587-82783-221;badenova - �kostrom24+ Top25 iPhone 146;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;20175;;05.04.2017;499680;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2130;+49 0157 81023584;857466615,5;badenova - �kostrom24+ Top25 iPhone 147;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;19842;;05.04.2017;500560;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2121;+49 01577 1245051;859505896;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;19509;;05.04.2017;501440;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2127;+49 01722 643664;861545176,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;19176;;04.04.2157;502320;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2106;+49 0152 31079573;587-82783-222;badenova - �kostrom24+ Top25 iPhone 147;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;18843;;05.04.2017;503200;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2131;+49 0157 81023585;863584457;badenova - �kostrom24+ Top25 iPhone 148;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;18510;;05.04.2017;504080;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2122;+49 01577 1245052;865623737,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;18177;;05.04.2017;504960;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2128;+49 01722 643665;867663018;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;17844;;04.04.2158;505840;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2107;+49 0152 31079574;587-82783-223;badenova - �kostrom24+ Top25 iPhone 148;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;17511;;05.04.2017;506720;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2132;+49 0157 81023586;869702298,5;badenova - �kostrom24+ Top25 iPhone 149;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;17178;;05.04.2017;507600;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2123;+49 01577 1245053;871741579;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;16845;;05.04.2017;508480;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2129;+49 01722 643666;873780859,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;16512;;04.04.2159;509360;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2108;+49 0152 31079575;587-82783-224;badenova - �kostrom24+ Top25 iPhone 149;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;16179;;05.04.2017;510240;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2133;+49 0157 81023587;875820140;badenova - �kostrom24+ Top25 iPhone 150;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;15846;;05.04.2017;511120;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2124;+49 01577 1245054;877859420,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;15513;;05.04.2017;512000;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2130;+49 01722 643667;879898701;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;15180;;04.04.2160;512880;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2109;+49 0152 31079576;587-82783-225;badenova - �kostrom24+ Top25 iPhone 150;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;14847;;05.04.2017;513760;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2134;+49 0157 81023588;881937981,5;badenova - �kostrom24+ Top25 iPhone 151;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;14514;;05.04.2017;514640;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2125;+49 01577 1245055;883977262;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;14181;;05.04.2017;515520;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2131;+49 01722 643668;886016542,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;13848;;04.04.2161;516400;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2110;+49 0152 31079577;587-82783-226;badenova - �kostrom24+ Top25 iPhone 151;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;13515;;05.04.2017;517280;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2135;+49 0157 81023589;888055823;badenova - �kostrom24+ Top25 iPhone 152;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;13182;;05.04.2017;518160;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2126;+49 01577 1245056;890095103,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;12849;;05.04.2017;519040;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2132;+49 01722 643669;892134384;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;12516;;04.04.2162;519920;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2111;+49 0152 31079578;587-82783-227;badenova - �kostrom24+ Top25 iPhone 152;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;12183;;05.04.2017;520800;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2136;+49 0157 81023590;894173664,5;badenova - �kostrom24+ Top25 iPhone 153;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;11850;;05.04.2017;521680;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2127;+49 01577 1245057;896212945;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;11517;;05.04.2017;522560;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2133;+49 01722 643670;898252225,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;11184;;04.04.2163;523440;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2112;+49 0152 31079579;587-82783-228;badenova - �kostrom24+ Top25 iPhone 153;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;10851;;05.04.2017;524320;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2137;+49 0157 81023591;900291506;badenova - �kostrom24+ Top25 iPhone 154;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;10518;;05.04.2017;525200;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2128;+49 01577 1245058;902330786,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;10185;;05.04.2017;526080;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2134;+49 01722 643671;904370067;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;9852;;04.04.2164;526960;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2113;+49 0152 31079580;587-82783-229;badenova - �kostrom24+ Top25 iPhone 154;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;9519;;05.04.2017;527840;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2138;+49 0157 81023592;906409347,5;badenova - �kostrom24+ Top25 iPhone 155;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;9186;;05.04.2017;528720;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2129;+49 01577 1245059;908448628;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;8853;;05.04.2017;529600;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2135;+49 01722 643672;910487908,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;8520;;04.04.2165;530480;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2114;+49 0152 31079581;587-82783-230;badenova - �kostrom24+ Top25 iPhone 155;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;8187;;05.04.2017;531360;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2139;+49 0157 81023593;912527189;badenova - �kostrom24+ Top25 iPhone 156;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;7854;;05.04.2017;532240;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2130;+49 01577 1245060;914566469,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;7521;;05.04.2017;533120;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2136;+49 01722 643673;916605750;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;7188;;04.04.2166;534000;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2115;+49 0152 31079582;587-82783-231;badenova - �kostrom24+ Top25 iPhone 156;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;6855;;05.04.2017;534880;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2140;+49 0157 81023594;918645030,5;badenova - �kostrom24+ Top25 iPhone 157;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;6522;;05.04.2017;535760;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2131;+49 01577 1245061;920684311;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;6189;;05.04.2017;536640;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2137;+49 01722 643674;922723591,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;5856;;04.04.2167;537520;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2116;+49 0152 31079583;587-82783-232;badenova - �kostrom24+ Top25 iPhone 157;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;5523;;05.04.2017;538400;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2141;+49 0157 81023595;924762872;badenova - �kostrom24+ Top25 iPhone 158;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;5190;;05.04.2017;539280;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2132;+49 01577 1245062;926802152,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;4857;;05.04.2017;540160;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2138;+49 01722 643675;928841433;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;4524;;04.04.2168;541040;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2117;+49 0152 31079584;587-82783-233;badenova - �kostrom24+ Top25 iPhone 158;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;4191;;05.04.2017;541920;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2142;+49 0157 81023596;930880713,5;badenova - �kostrom24+ Top25 iPhone 159;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;3858;;05.04.2017;542800;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2133;+49 01577 1245063;932919994;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;3525;;05.04.2017;543680;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2139;+49 01722 643676;934959274,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;3192;;04.04.2169;544560;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2118;+49 0152 31079585;587-82783-234;badenova - �kostrom24+ Top25 iPhone 159;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;2859;;05.04.2017;545440;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2143;+49 0157 81023597;936998555;badenova - �kostrom24+ Top25 iPhone 160;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;2526;;05.04.2017;546320;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2134;+49 01577 1245064;939037835,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;2193;;05.04.2017;547200;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2140;+49 01722 643677;941077116;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;1860;;04.04.2170;548080;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2119;+49 0152 31079586;587-82783-235;badenova - �kostrom24+ Top25 iPhone 160;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;1527;;05.04.2017;548960;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2144;+49 0157 81023598;943116396,5;badenova - �kostrom24+ Top25 iPhone 161;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;1194;;05.04.2017;549840;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2135;+49 01577 1245065;945155677;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;861;;05.04.2017;550720;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2141;+49 01722 643678;947194957,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;528;;04.04.2171;551600;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2120;+49 0152 31079587;587-82783-236;badenova - �kostrom24+ Top25 iPhone 161;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;195;;05.04.2017;552480;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2145;+49 0157 81023599;949234238;badenova - �kostrom24+ Top25 iPhone 162;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-138;;05.04.2017;553360;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2136;+49 01577 1245066;951273518,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-471;;05.04.2017;554240;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2142;+49 01722 643679;953312799;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-804;;04.04.2172;555120;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2121;+49 0152 31079588;587-82783-237;badenova - �kostrom24+ Top25 iPhone 162;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-1137;;05.04.2017;556000;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2146;+49 0157 81023600;955352079,5;badenova - �kostrom24+ Top25 iPhone 163;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1470;;05.04.2017;556880;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2137;+49 01577 1245067;957391360;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-1803;;05.04.2017;557760;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2143;+49 01722 643680;959430640,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-2136;;04.04.2173;558640;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2122;+49 0152 31079589;587-82783-238;badenova - �kostrom24+ Top25 iPhone 163;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-2469;;05.04.2017;559520;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2147;+49 0157 81023601;961469921;badenova - �kostrom24+ Top25 iPhone 164;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-2802;;05.04.2017;560400;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2138;+49 01577 1245068;963509201,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-3135;;05.04.2017;561280;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2144;+49 01722 643681;965548482;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-3468;;04.04.2174;562160;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2123;+49 0152 31079590;587-82783-239;badenova - �kostrom24+ Top25 iPhone 164;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-3801;;05.04.2017;563040;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2148;+49 0157 81023602;967587762,5;badenova - �kostrom24+ Top25 iPhone 165;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-4134;;05.04.2017;563920;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2139;+49 01577 1245069;969627043;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-4467;;05.04.2017;564800;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2145;+49 01722 643682;971666323,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-4800;;04.04.2175;565680;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2124;+49 0152 31079591;587-82783-240;badenova - �kostrom24+ Top25 iPhone 165;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-5133;;05.04.2017;566560;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2149;+49 0157 81023603;973705604;badenova - �kostrom24+ Top25 iPhone 166;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-5466;;05.04.2017;567440;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2140;+49 01577 1245070;975744884,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-5799;;05.04.2017;568320;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2146;+49 01722 643683;977784165;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-6132;;04.04.2176;569200;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2125;+49 0152 31079592;587-82783-241;badenova - �kostrom24+ Top25 iPhone 166;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-6465;;05.04.2017;570080;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2150;+49 0157 81023604;979823445,5;badenova - �kostrom24+ Top25 iPhone 167;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-6798;;05.04.2017;570960;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2141;+49 01577 1245071;981862726;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-7131;;05.04.2017;571840;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2147;+49 01722 643684;983902006,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-7464;;04.04.2177;572720;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2126;+49 0152 31079593;587-82783-242;badenova - �kostrom24+ Top25 iPhone 167;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-7797;;05.04.2017;573600;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2151;+49 0157 81023605;985941287;badenova - �kostrom24+ Top25 iPhone 168;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-8130;;05.04.2017;574480;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2142;+49 01577 1245072;987980567,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-8463;;05.04.2017;575360;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2148;+49 01722 643685;990019848;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-8796;;04.04.2178;576240;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2127;+49 0152 31079594;587-82783-243;badenova - �kostrom24+ Top25 iPhone 168;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;-9129;;05.04.2017;577120;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2152;+49 0157 81023606;992059128,5;badenova - �kostrom24+ Top25 iPhone 169;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;-9462;;05.04.2017;578000;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2143;+49 01577 1245073;994098409;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
